# Original file        :    
# Ephemeris file       :    
# Number of data points:    9849
# TIMDAYRF             :    1996-Jul-24 00:00:00.00
# TIMDAYRF (JD)        :    2450288.5
#
#         TIME               DATA             ERROR         X Position      Y Position      Z Position   
#          (s)            (Counts/s)       (Counts/s)          (Km)            (Km)            (Km)      
#
     50288.4106018520         1.000000         0.316228       -4939.117        4903.624        -461.014
     50288.4107175926         0.900000         0.300000       -4992.208        4849.816        -459.483
     50288.4108333332         1.200000         0.346410       -5044.711        4795.438        -457.898
     50288.4109490742         0.900000         0.300000       -5096.622        4740.497        -456.259
     50288.4110648148         0.400000         0.200000       -5147.933        4684.997        -454.566
     50288.4111805554         1.200000         0.346410       -5198.639        4628.947        -452.820
     50288.4112962964         1.000000         0.316228       -5248.734        4572.353        -451.020
     50288.4114120370         0.800000         0.282843       -5298.211        4515.221        -449.167
     50288.4115277776         0.700000         0.264575       -5347.066        4457.557        -447.261
     50288.4116435186         1.400000         0.374166       -5395.292        4399.370        -445.302
     50288.4117592592         0.900000         0.300000       -5442.883        4340.666        -443.291
     50288.4118750002         0.400000         0.200000       -5489.834        4281.451        -441.227
     50288.4119907408         1.000000         0.316228       -5536.140        4221.733        -439.112
     50288.4121064814         0.500000         0.223607       -5581.795        4161.519        -436.945
     50288.4122222224         0.700000         0.264575       -5626.794        4100.815        -434.726
     50288.4123379630         0.500000         0.223607       -5671.132        4039.629        -432.456
     50288.4124537036         0.400000         0.200000       -5714.803        3977.968        -430.135
     50288.4125694446         0.600000         0.244949       -5757.801        3915.840        -427.764
     50288.4126851852         2.000000         0.447214       -5800.124        3853.252        -425.342
     50288.4128009258         0.700000         0.264575       -5841.764        3790.210        -422.870
     50288.4129166668         1.000000         0.316228       -5882.717        3726.723        -420.348
     50288.4130324074         0.800000         0.282843       -5922.980        3662.798        -417.776
     50288.4131481480         0.900000         0.300000       -5962.546        3598.442        -415.155
     50288.4132638890         0.900000         0.300000       -6001.411        3533.664        -412.486
     50288.4133796296         0.375000         0.216506       -6039.571        3468.470        -409.767
     50288.4134953702         0.000000         0.000000       -6077.020        3402.869        -407.001
